epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,171774,1.21379,0.58702,0.92211,0.59294,0.55289,0.52307,0.28066,1.05074,7.89325,0.72287,0.00060157,0.00060157,0.00060157
177,172749,1.21223,0.58642,0.91962,0.59783,0.54979,0.52214,0.28034,1.05123,7.91277,0.72314,0.000597754,0.000597754,0.000597754
178,173721,1.21781,0.57659,0.92284,0.59742,0.55104,0.52255,0.2808,1.05213,7.91843,0.72322,0.000593932,0.000593932,0.000593932
179,174691,1.22431,0.58935,0.92128,0.5966,0.55277,0.52434,0.28098,1.05271,7.92076,0.72347,0.000590105,0.000590105,0.000590105
180,175663,1.19898,0.57722,0.91298,0.59603,0.55444,0.52397,0.28105,1.05325,7.94126,0.72355,0.000586272,0.000586272,0.000586272
181,176632,1.2049,0.58413,0.9118,0.5955,0.55611,0.52436,0.28133,1.05312,7.94863,0.72321,0.000582435,0.000582435,0.000582435
182,177608,1.22118,0.58598,0.92705,0.59594,0.55632,0.525,0.28149,1.05248,7.93714,0.72238,0.000578593,0.000578593,0.000578593
183,178580,1.20859,0.58559,0.91574,0.59854,0.55476,0.52548,0.28175,1.05226,7.92516,0.72228,0.000574746,0.000574746,0.000574746
184,179556,1.2126,0.57386,0.92179,0.59795,0.55499,0.52542,0.28186,1.05263,7.92896,0.7221,0.000570895,0.000570895,0.000570895
185,180527,1.21286,0.58485,0.92082,0.59786,0.55566,0.52562,0.28218,1.05275,7.92109,0.72206,0.00056704,0.00056704,0.00056704
186,181505,1.21388,0.57726,0.91175,0.59802,0.55676,0.5257,0.28236,1.05268,7.92803,0.72183,0.000563181,0.000563181,0.000563181
187,182481,1.23212,0.59706,0.91998,0.59943,0.55798,0.52647,0.28267,1.05263,7.9489,0.72193,0.000559318,0.000559318,0.000559318
188,183451,1.20834,0.57523,0.91945,0.60072,0.55665,0.52651,0.28287,1.05226,7.97148,0.72171,0.000555453,0.000555453,0.000555453
189,184427,1.21255,0.57407,0.92042,0.59887,0.55964,0.52735,0.28341,1.05228,7.9794,0.72148,0.000551584,0.000551584,0.000551584
190,185401,1.19114,0.58195,0.90637,0.59874,0.56133,0.52771,0.28366,1.05188,7.99328,0.72104,0.000547712,0.000547712,0.000547712
191,186377,1.20115,0.58031,0.92046,0.59928,0.56111,0.52863,0.28434,1.05124,8.00293,0.72075,0.000543837,0.000543837,0.000543837
192,187351,1.19552,0.56738,0.91354,0.59914,0.55994,0.52858,0.28465,1.05105,8.03236,0.72047,0.00053996,0.00053996,0.00053996
193,188326,1.20053,0.56846,0.92192,0.60373,0.55665,0.52923,0.28488,1.05077,8.03381,0.72014,0.000536081,0.000536081,0.000536081
194,189300,1.19372,0.56899,0.90891,0.6024,0.55665,0.52886,0.28498,1.05051,8.05023,0.71993,0.0005322,0.0005322,0.0005322
195,190276,1.19646,0.56865,0.91001,0.60233,0.55706,0.5288,0.28513,1.05077,8.06182,0.72008,0.000528318,0.000528318,0.000528318
196,191257,1.19617,0.56283,0.91207,0.59771,0.55942,0.52818,0.28494,1.05096,8.08014,0.72006,0.000524434,0.000524434,0.000524434
197,192229,1.20021,0.57059,0.91648,0.60146,0.55709,0.52846,0.28482,1.05107,8.08254,0.72002,0.000520548,0.000520548,0.000520548
198,193203,1.20131,0.57717,0.91873,0.60385,0.55638,0.52933,0.28524,1.05082,8.09429,0.71983,0.000516662,0.000516662,0.000516662
199,194178,1.19674,0.57404,0.9067,0.6023,0.55698,0.52875,0.28544,1.05043,8.09676,0.71959,0.000512775,0.000512775,0.000512775
200,195152,1.18215,0.56231,0.91138,0.60344,0.55886,0.52934,0.28521,1.05024,8.07337,0.71945,0.000508888,0.000508888,0.000508888
201,196129,1.19265,0.56352,0.91063,0.60275,0.55897,0.52965,0.28544,1.05099,8.09139,0.71959,0.000505,0.000505,0.000505
202,197104,1.19417,0.56252,0.91482,0.59639,0.56329,0.52945,0.28545,1.05105,8.10285,0.71954,0.000501112,0.000501112,0.000501112
203,198082,1.18306,0.55373,0.91356,0.60404,0.55831,0.53031,0.28564,1.05079,8.10553,0.7194,0.000497225,0.000497225,0.000497225
204,199051,1.20185,0.57332,0.91583,0.60439,0.55799,0.53052,0.28579,1.05083,8.10817,0.71938,0.000493338,0.000493338,0.000493338
205,200019,1.19247,0.56543,0.9153,0.603,0.55942,0.53054,0.28589,1.05092,8.12285,0.71938,0.000489452,0.000489452,0.000489452
206,200990,1.20281,0.56731,0.91452,0.60327,0.55992,0.53112,0.28654,1.0503,8.15482,0.71941,0.000485566,0.000485566,0.000485566
207,201966,1.18996,0.56587,0.91419,0.60287,0.56218,0.53183,0.28723,1.05055,8.17282,0.71965,0.000481682,0.000481682,0.000481682
208,202933,1.18361,0.56461,0.90841,0.60433,0.56141,0.53203,0.28726,1.05074,8.18166,0.71961,0.0004778,0.0004778,0.0004778
209,203908,1.19516,0.56133,0.91162,0.60714,0.55964,0.53258,0.28772,1.05029,8.19203,0.7195,0.000473919,0.000473919,0.000473919
210,204878,1.18715,0.55015,0.91326,0.60827,0.56096,0.53309,0.28814,1.05026,8.18488,0.71938,0.00047004,0.00047004,0.00047004
211,205856,1.17173,0.54995,0.90764,0.60926,0.56172,0.53381,0.28834,1.05004,8.19387,0.71931,0.000466163,0.000466163,0.000466163
212,206825,1.16995,0.55184,0.90942,0.60893,0.56174,0.53371,0.28876,1.04966,8.21256,0.71927,0.000462288,0.000462288,0.000462288
213,207802,1.1753,0.55038,0.9132,0.60649,0.56318,0.5338,0.28881,1.04919,8.22685,0.71916,0.000458416,0.000458416,0.000458416
214,208773,1.18697,0.56181,0.91357,0.60751,0.56428,0.53464,0.2893,1.04911,8.25747,0.71929,0.000454547,0.000454547,0.000454547
215,209750,1.17102,0.5524,0.91354,0.60611,0.56594,0.53528,0.28962,1.04902,8.26884,0.7195,0.000450682,0.000450682,0.000450682
216,210724,1.1643,0.54481,0.90553,0.60691,0.56716,0.53576,0.28984,1.04866,8.29288,0.71927,0.000446819,0.000446819,0.000446819
217,211691,1.17298,0.55402,0.91056,0.60905,0.56782,0.53619,0.29009,1.04823,8.33173,0.71912,0.00044296,0.00044296,0.00044296
218,212665,1.16527,0.54454,0.90599,0.60992,0.56794,0.53639,0.29045,1.04822,8.36462,0.71921,0.000439105,0.000439105,0.000439105
219,213640,1.16487,0.54829,0.90823,0.61118,0.56889,0.53732,0.29101,1.04832,8.37349,0.71935,0.000435254,0.000435254,0.000435254
220,214613,1.15915,0.55784,0.89927,0.6107,0.56849,0.53715,0.29142,1.04814,8.40011,0.71924,0.000431407,0.000431407,0.000431407
221,215587,1.15076,0.53266,0.89808,0.61031,0.56937,0.538,0.29207,1.04745,8.41096,0.71916,0.000427565,0.000427565,0.000427565
222,216560,1.15286,0.53639,0.89682,0.61525,0.56599,0.53858,0.29232,1.04784,8.4294,0.71941,0.000423728,0.000423728,0.000423728
223,217549,1.16311,0.5551,0.89736,0.61564,0.56587,0.539,0.29271,1.04812,8.43716,0.71965,0.000419895,0.000419895,0.000419895
224,218524,1.17621,0.55361,0.9163,0.61522,0.56645,0.53987,0.29288,1.04825,8.43911,0.7199,0.000416068,0.000416068,0.000416068
225,219490,1.1563,0.55912,0.90546,0.61494,0.56749,0.54034,0.29332,1.04859,8.44392,0.72008,0.000412246,0.000412246,0.000412246
226,220462,1.16052,0.54439,0.90407,0.62147,0.56495,0.54122,0.29335,1.04834,8.44772,0.72018,0.00040843,0.00040843,0.00040843
227,221433,1.16728,0.54378,0.90929,0.62048,0.56451,0.54061,0.29325,1.04872,8.47958,0.72043,0.00040462,0.00040462,0.00040462
228,222406,1.14929,0.53471,0.90779,0.62006,0.56572,0.54121,0.29356,1.04861,8.47644,0.72053,0.000400816,0.000400816,0.000400816
229,223383,1.16525,0.54341,0.90869,0.61793,0.56683,0.54178,0.29365,1.04847,8.482,0.72033,0.000397019,0.000397019,0.000397019
230,224359,1.15942,0.53893,0.90009,0.61923,0.5665,0.54269,0.2943,1.04804,8.48468,0.72038,0.000393228,0.000393228,0.000393228
231,225334,1.16017,0.54784,0.9042,0.61951,0.56628,0.54171,0.29453,1.04765,8.48138,0.7203,0.000389445,0.000389445,0.000389445
232,226308,1.14924,0.5394,0.90428,0.6202,0.56642,0.54319,0.29489,1.04715,8.49009,0.72023,0.000385668,0.000385668,0.000385668
233,227277,1.15947,0.53355,0.90121,0.62106,0.56639,0.54215,0.29483,1.04714,8.4808,0.72042,0.000381899,0.000381899,0.000381899
234,228252,1.13706,0.53243,0.90203,0.61986,0.56893,0.54213,0.29513,1.04638,8.48141,0.72054,0.000378137,0.000378137,0.000378137
235,229227,1.1559,0.54458,0.90676,0.61983,0.56849,0.54323,0.29517,1.04588,8.47571,0.72012,0.000374383,0.000374383,0.000374383
236,230202,1.13713,0.53099,0.90323,0.62058,0.56932,0.54337,0.29553,1.04522,8.49417,0.71992,0.000370637,0.000370637,0.000370637
237,231180,1.16174,0.54429,0.89932,0.61906,0.57214,0.54378,0.29541,1.0446,8.53636,0.7197,0.000366899,0.000366899,0.000366899
238,232148,1.15243,0.53992,0.90038,0.61936,0.57214,0.5438,0.29591,1.04387,8.54647,0.71936,0.00036317,0.00036317,0.00036317
239,233123,1.14146,0.52774,0.90165,0.618,0.57347,0.54381,0.29539,1.04401,8.54491,0.71945,0.00035945,0.00035945,0.00035945
240,234098,1.14124,0.52721,0.90365,0.61812,0.57328,0.54385,0.29554,1.04406,8.56052,0.71944,0.000355739,0.000355739,0.000355739
241,235073,1.15095,0.53635,0.90074,0.62012,0.57214,0.54378,0.29537,1.04361,8.56355,0.71931,0.000352037,0.000352037,0.000352037
242,236046,1.14277,0.52959,0.90767,0.62019,0.57165,0.54414,0.29525,1.04315,8.55582,0.71907,0.000348344,0.000348344,0.000348344
243,237015,1.1339,0.53354,0.89902,0.62036,0.57125,0.54404,0.29544,1.04276,8.53317,0.71895,0.000344661,0.000344661,0.000344661
244,237988,1.13082,0.52593,0.89947,0.61975,0.5728,0.54454,0.29541,1.04242,8.52563,0.7188,0.000340988,0.000340988,0.000340988
245,238956,1.13002,0.52724,0.89941,0.62063,0.57336,0.5448,0.29541,1.04177,8.50324,0.71862,0.000337325,0.000337325,0.000337325
246,239925,1.11753,0.52209,0.8877,0.61913,0.57357,0.54414,0.29531,1.04171,8.5224,0.71856,0.000333672,0.000333672,0.000333672
247,240896,1.14115,0.53314,0.89972,0.61898,0.57303,0.54259,0.29523,1.04216,8.53542,0.7187,0.00033003,0.00033003,0.00033003
248,241867,1.1314,0.52846,0.89968,0.61846,0.57427,0.54285,0.29509,1.04221,8.54945,0.71877,0.000326399,0.000326399,0.000326399
249,242838,1.12793,0.52544,0.89996,0.61716,0.57361,0.54222,0.29492,1.04196,8.57756,0.71853,0.000322778,0.000322778,0.000322778
250,243815,1.12301,0.51773,0.89047,0.61661,0.57236,0.54217,0.29493,1.04191,8.55698,0.71847,0.000319169,0.000319169,0.000319169
251,244788,1.12438,0.51869,0.89533,0.61906,0.57269,0.54319,0.29549,1.04135,8.55806,0.71838,0.000315572,0.000315572,0.000315572
252,245761,1.1123,0.5141,0.89603,0.61524,0.5759,0.544,0.29593,1.04168,8.57029,0.71868,0.000311986,0.000311986,0.000311986
253,246736,1.12481,0.52063,0.89412,0.61546,0.57606,0.5444,0.29562,1.04196,8.56047,0.71884,0.000308412,0.000308412,0.000308412
254,247706,1.12662,0.52334,0.89572,0.61503,0.57579,0.54432,0.29572,1.04224,8.56657,0.71886,0.00030485,0.00030485,0.00030485
255,248681,1.1166,0.5191,0.89287,0.61526,0.57524,0.54444,0.29575,1.04251,8.55543,0.71925,0.0003013,0.0003013,0.0003013
256,249653,1.13181,0.51933,0.89666,0.61429,0.57656,0.54441,0.29573,1.04274,8.56303,0.7193,0.000297763,0.000297763,0.000297763
257,250626,1.13364,0.518,0.89517,0.6168,0.57712,0.54543,0.29627,1.04199,8.55409,0.71915,0.000294239,0.000294239,0.000294239
258,251598,1.12287,0.52625,0.89184,0.61671,0.57661,0.54491,0.29614,1.04232,8.57038,0.7192,0.000290728,0.000290728,0.000290728
259,252569,1.12903,0.5263,0.89465,0.61778,0.57468,0.54487,0.29597,1.0421,8.57689,0.71925,0.00028723,0.00028723,0.00028723
260,253542,1.11729,0.52052,0.8953,0.62324,0.57059,0.54519,0.29617,1.04197,8.58156,0.7193,0.000283746,0.000283746,0.000283746
261,254513,1.10885,0.50987,0.88552,0.6221,0.57284,0.54531,0.29638,1.04191,8.59311,0.71972,0.000280275,0.000280275,0.000280275
262,255483,1.1268,0.51688,0.89441,0.62252,0.57148,0.54476,0.29647,1.04242,8.61693,0.71995,0.000276818,0.000276818,0.000276818
263,256458,1.11255,0.51148,0.88702,0.62335,0.57132,0.54541,0.29667,1.04167,8.63828,0.71972,0.000273375,0.000273375,0.000273375
264,257433,1.11039,0.50639,0.896,0.62222,0.57148,0.54524,0.2967,1.04205,8.64254,0.71994,0.000269946,0.000269946,0.000269946
265,258409,1.11126,0.51101,0.89101,0.62172,0.57114,0.54481,0.29639,1.04204,8.66439,0.71998,0.000266532,0.000266532,0.000266532
266,259379,1.12118,0.52527,0.89347,0.62079,0.57203,0.54491,0.29647,1.04223,8.66937,0.72031,0.000263132,0.000263132,0.000263132
267,260348,1.1138,0.51497,0.89161,0.62213,0.57159,0.54513,0.29634,1.04215,8.68127,0.72035,0.000259748,0.000259748,0.000259748
268,261319,1.12117,0.51684,0.89097,0.62224,0.57026,0.54502,0.29621,1.04258,8.69183,0.7206,0.000256379,0.000256379,0.000256379
269,262291,1.11378,0.51209,0.89193,0.62269,0.57004,0.5451,0.29635,1.0434,8.69231,0.72068,0.000253024,0.000253024,0.000253024
270,263266,1.10265,0.50835,0.88968,0.62457,0.56988,0.54526,0.29623,1.04308,8.66806,0.72081,0.000249686,0.000249686,0.000249686
271,264227,1.11063,0.50438,0.8831,0.62494,0.56882,0.5446,0.29611,1.04352,8.66504,0.72079,0.000246363,0.000246363,0.000246363
272,265189,1.11535,0.51583,0.89221,0.62534,0.56948,0.54489,0.29595,1.04348,8.65405,0.72087,0.000243056,0.000243056,0.000243056
273,266154,1.11784,0.51903,0.89636,0.62342,0.5713,0.54521,0.29594,1.04309,8.64569,0.72084,0.000239766,0.000239766,0.000239766
274,949.847,1.09878,0.50524,0.88744,0.62516,0.57125,0.56315,0.31365,1.04249,8.30275,0.72206,0.000236491,0.000236491,0.000236491
275,1901.22,1.12042,0.5043,0.89815,0.62659,0.57074,0.56353,0.31396,1.04061,8.29925,0.72144,0.000233234,0.000233234,0.000233234
276,2854.9,1.10564,0.51165,0.89052,0.6239,0.57137,0.56297,0.31365,1.04068,8.31862,0.72152,0.000229993,0.000229993,0.000229993
277,3802.31,1.10114,0.51335,0.8874,0.62257,0.57192,0.56283,0.3136,1.04068,8.36136,0.72139,0.000226769,0.000226769,0.000226769
278,4752.92,1.09861,0.505,0.88915,0.6214,0.57181,0.56269,0.31362,1.04009,8.3895,0.72118,0.000223562,0.000223562,0.000223562
279,5698.74,1.12208,0.52219,0.89255,0.62215,0.57247,0.56343,0.31398,1.03972,8.35233,0.72097,0.000220372,0.000220372,0.000220372
280,6652.25,1.10928,0.50971,0.88883,0.6205,0.57236,0.56292,0.31416,1.03898,8.33328,0.72061,0.0002172,0.0002172,0.0002172
281,7606.36,1.10928,0.51314,0.89294,0.61848,0.57486,0.56303,0.31445,1.03891,8.31943,0.72063,0.000214046,0.000214046,0.000214046
282,8558.62,1.11518,0.51101,0.89233,0.61866,0.57358,0.56265,0.31438,1.03897,8.32422,0.72065,0.00021091,0.00021091,0.00021091
283,9508.88,1.11337,0.50831,0.8924,0.62152,0.57159,0.56274,0.31465,1.03847,8.34365,0.7204,0.000207792,0.000207792,0.000207792
284,10457.3,1.10223,0.51013,0.88723,0.62229,0.57137,0.56284,0.31452,1.03811,8.35563,0.72032,0.000204692,0.000204692,0.000204692
285,11407.1,1.10849,0.5022,0.89257,0.62088,0.57137,0.56217,0.31439,1.03796,8.38575,0.72021,0.000201611,0.000201611,0.000201611
286,12358.6,1.10678,0.49906,0.89112,0.62131,0.57181,0.56223,0.31446,1.03771,8.41574,0.72008,0.000198548,0.000198548,0.000198548
287,13309.9,1.09989,0.5016,0.88739,0.62262,0.57137,0.5621,0.31428,1.03738,8.44284,0.71994,0.000195505,0.000195505,0.000195505
288,14260.8,1.10225,0.50304,0.88766,0.61716,0.57491,0.56249,0.31438,1.03721,8.43244,0.7202,0.00019248,0.00019248,0.00019248
289,15213.1,1.11049,0.51777,0.8872,0.61712,0.57546,0.56255,0.31436,1.03688,8.48461,0.7202,0.000189475,0.000189475,0.000189475
290,16162.6,1.10425,0.49977,0.88536,0.61553,0.57645,0.56196,0.31405,1.03725,8.51713,0.72034,0.000186489,0.000186489,0.000186489
291,17114,1.09852,0.50629,0.89253,0.61974,0.5738,0.56147,0.31372,1.0373,8.55901,0.72,0.000183523,0.000183523,0.000183523
292,18065.2,1.10028,0.4996,0.89269,0.61573,0.57623,0.56135,0.31371,1.03765,8.534,0.72017,0.000180577,0.000180577,0.000180577
293,19016.9,1.09021,0.50561,0.88188,0.61741,0.57566,0.56122,0.31364,1.03651,8.52446,0.71994,0.000177651,0.000177651,0.000177651
294,19966.8,1.1132,0.51553,0.89543,0.61712,0.5759,0.56164,0.31377,1.0366,8.51109,0.71997,0.000174745,0.000174745,0.000174745
295,20917,1.09559,0.50109,0.88956,0.61728,0.57524,0.56186,0.31383,1.03665,8.50562,0.72003,0.000171859,0.000171859,0.000171859
296,21868.2,1.09663,0.50245,0.89235,0.61604,0.57679,0.56199,0.31358,1.03644,8.52118,0.72022,0.000168994,0.000168994,0.000168994
297,22819,1.09116,0.50393,0.88856,0.61513,0.57679,0.56174,0.31355,1.03625,8.5137,0.72021,0.000166149,0.000166149,0.000166149
298,23770.7,1.09798,0.49711,0.8947,0.61567,0.57712,0.56204,0.31346,1.03704,8.51062,0.72043,0.000163326,0.000163326,0.000163326
299,24721.5,1.10238,0.50817,0.88426,0.61544,0.57712,0.56198,0.3135,1.03786,8.51728,0.72071,0.000160523,0.000160523,0.000160523
300,25671,1.09521,0.50983,0.88754,0.61752,0.57513,0.56194,0.31367,1.03789,8.4994,0.72083,0.000157742,0.000157742,0.000157742
301,26620.4,1.07368,0.48927,0.87654,0.61781,0.57431,0.56212,0.31387,1.03788,8.49304,0.72103,0.000154982,0.000154982,0.000154982
302,27572.2,1.08131,0.50187,0.88383,0.61887,0.57491,0.56278,0.31446,1.03718,8.48099,0.72083,0.000152244,0.000152244,0.000152244
303,28520.2,1.08539,0.49216,0.88239,0.61842,0.57612,0.56301,0.31483,1.03694,8.46711,0.72111,0.000149527,0.000149527,0.000149527
304,29470.8,1.08463,0.50306,0.88308,0.61724,0.57657,0.56327,0.31501,1.03658,8.48513,0.72123,0.000146833,0.000146833,0.000146833
305,30415.1,1.10524,0.50503,0.89272,0.61777,0.57657,0.56428,0.31551,1.03662,8.49922,0.72148,0.000144161,0.000144161,0.000144161
306,31367.4,1.0911,0.50097,0.88795,0.61735,0.578,0.56472,0.31612,1.03614,8.49557,0.72116,0.00014151,0.00014151,0.00014151
307,32319.9,1.06877,0.47966,0.87891,0.61726,0.57845,0.5653,0.3164,1.03633,8.497,0.72123,0.000138883,0.000138883,0.000138883
308,33272.7,1.08486,0.48927,0.88287,0.61561,0.57945,0.56549,0.31655,1.03635,8.48631,0.72107,0.000136277,0.000136277,0.000136277
309,34226.9,1.09601,0.50058,0.88864,0.61644,0.57934,0.5661,0.31683,1.03673,8.48367,0.72134,0.000133695,0.000133695,0.000133695
310,35178.4,1.0782,0.49013,0.88014,0.61703,0.57944,0.56648,0.31706,1.03691,8.46101,0.7216,0.000131136,0.000131136,0.000131136
311,36132.3,1.09331,0.50648,0.88442,0.62198,0.57579,0.56705,0.31748,1.03635,8.43327,0.72142,0.000128599,0.000128599,0.000128599
312,37083.3,1.06992,0.47991,0.88896,0.61776,0.57856,0.56793,0.31805,1.03566,8.41647,0.7213,0.000126086,0.000126086,0.000126086
313,38036.5,1.07639,0.48946,0.88729,0.61993,0.57716,0.56881,0.31868,1.03522,8.40334,0.72113,0.000123596,0.000123596,0.000123596
314,38989.4,1.07289,0.48794,0.88131,0.62093,0.57767,0.56961,0.31936,1.03481,8.40528,0.721,0.00012113,0.00012113,0.00012113
315,39940.7,1.07539,0.49729,0.8828,0.62371,0.57623,0.57041,0.31974,1.03489,8.3999,0.72116,0.000118687,0.000118687,0.000118687
316,40894.1,1.09281,0.50072,0.89132,0.61992,0.57911,0.57064,0.32002,1.03501,8.39086,0.72131,0.000116268,0.000116268,0.000116268
317,41846,1.08147,0.49828,0.88193,0.62067,0.57805,0.57094,0.3202,1.03517,8.35966,0.72171,0.000113873,0.000113873,0.000113873
318,42798.3,1.07127,0.48922,0.88077,0.62071,0.57789,0.57168,0.32066,1.03505,8.35796,0.7217,0.000111503,0.000111503,0.000111503
319,43753,1.0863,0.49952,0.88546,0.62042,0.57778,0.57209,0.32092,1.03504,8.35545,0.72177,0.000109156,0.000109156,0.000109156
320,44705.9,1.06617,0.48571,0.88062,0.61865,0.58048,0.57305,0.32123,1.03485,8.36247,0.72174,0.000106834,0.000106834,0.000106834
321,45654.3,1.07452,0.48926,0.87693,0.61868,0.58132,0.57349,0.32144,1.03453,8.3747,0.72147,0.000104537,0.000104537,0.000104537
322,46606.6,1.07204,0.48766,0.87772,0.61823,0.58177,0.57379,0.32178,1.035,8.37869,0.72268,0.000102264,0.000102264,0.000102264
323,47557.4,1.05737,0.48109,0.87436,0.61921,0.58205,0.57407,0.32188,1.03551,8.39961,0.72179,0.000100016,0.000100016,0.000100016
324,48507.7,1.0512,0.48329,0.87417,0.61948,0.58188,0.57448,0.32228,1.03552,8.39361,0.72268,9.77929e-05,9.77929e-05,9.77929e-05
325,49457.8,1.06886,0.48699,0.87646,0.61908,0.58232,0.57429,0.32224,1.0353,8.4086,0.72265,9.55951e-05,9.55951e-05,9.55951e-05
326,50408.5,1.07161,0.47922,0.88387,0.62113,0.58143,0.575,0.32257,1.03581,8.41351,0.72267,9.34225e-05,9.34225e-05,9.34225e-05
327,51359,1.06934,0.48172,0.87904,0.6295,0.57457,0.57535,0.32277,1.036,8.40819,0.7228,9.12754e-05,9.12754e-05,9.12754e-05
328,52310.6,1.0752,0.48789,0.88382,0.63009,0.57391,0.57584,0.32276,1.03617,8.38392,0.7229,8.91537e-05,8.91537e-05,8.91537e-05
329,53262.5,1.05874,0.48035,0.87504,0.62872,0.57613,0.57617,0.32332,1.036,8.3918,0.72282,8.70577e-05,8.70577e-05,8.70577e-05
330,54206.1,1.05267,0.48051,0.87548,0.62902,0.57712,0.57696,0.32388,1.03574,8.35502,0.72257,8.49874e-05,8.49874e-05,8.49874e-05
331,55153,1.06834,0.48879,0.88283,0.63356,0.57468,0.57766,0.32434,1.03535,8.3355,0.72218,8.29431e-05,8.29431e-05,8.29431e-05
332,56104.4,1.0656,0.48255,0.87467,0.6341,0.57446,0.57792,0.32452,1.03493,8.3337,0.72236,8.09248e-05,8.09248e-05,8.09248e-05
333,57057.7,1.05748,0.47858,0.87863,0.6296,0.57701,0.57767,0.32479,1.03495,8.33708,0.72226,7.89327e-05,7.89327e-05,7.89327e-05
334,58011.1,1.05886,0.48203,0.87689,0.63336,0.5748,0.57801,0.32489,1.03495,8.32797,0.72216,7.69668e-05,7.69668e-05,7.69668e-05
335,58962,1.05758,0.47404,0.87835,0.63138,0.57668,0.57832,0.32498,1.03466,8.30819,0.72201,7.50274e-05,7.50274e-05,7.50274e-05
336,59912.6,1.05585,0.48162,0.87708,0.63221,0.57668,0.5786,0.32537,1.03456,8.31168,0.72222,7.31145e-05,7.31145e-05,7.31145e-05
337,60862.5,1.05997,0.48577,0.88252,0.63124,0.57756,0.57869,0.32543,1.03513,8.29772,0.72259,7.12282e-05,7.12282e-05,7.12282e-05
338,61816.6,1.04793,0.4789,0.87116,0.63271,0.57612,0.57886,0.32552,1.03544,8.28478,0.72285,6.93687e-05,6.93687e-05,6.93687e-05
339,62768.7,1.04945,0.4751,0.87602,0.6322,0.57723,0.57917,0.32575,1.03518,8.25543,0.72305,6.7536e-05,6.7536e-05,6.7536e-05
340,63721.4,1.05428,0.48678,0.87367,0.63203,0.57641,0.57918,0.32595,1.03504,8.25075,0.72294,6.57303e-05,6.57303e-05,6.57303e-05
341,64671.2,1.04964,0.48055,0.87738,0.63095,0.57675,0.5788,0.32563,1.03503,8.25568,0.72281,6.39518e-05,6.39518e-05,6.39518e-05
342,65619.1,1.05944,0.48312,0.87801,0.63107,0.57744,0.57837,0.32531,1.03644,8.30225,0.72357,6.22004e-05,6.22004e-05,6.22004e-05
343,66568.9,1.06366,0.47571,0.88009,0.63198,0.57789,0.57829,0.32515,1.03681,8.31111,0.72406,6.04763e-05,6.04763e-05,6.04763e-05
344,67513.1,1.05264,0.48275,0.88256,0.63203,0.57845,0.57825,0.32484,1.03745,8.34939,0.72436,5.87797e-05,5.87797e-05,5.87797e-05
345,68466,1.0409,0.46786,0.87164,0.63119,0.57845,0.5782,0.32458,1.03793,8.37022,0.7246,5.71106e-05,5.71106e-05,5.71106e-05
346,69413.2,1.05493,0.47939,0.87703,0.63274,0.57789,0.57793,0.32409,1.03865,8.41526,0.72467,5.54691e-05,5.54691e-05,5.54691e-05
347,70364.6,1.05985,0.47317,0.88136,0.6343,0.57687,0.57752,0.32394,1.03878,8.45469,0.72442,5.38554e-05,5.38554e-05,5.38554e-05
348,71315.9,1.05748,0.47599,0.87685,0.63398,0.57744,0.57774,0.32404,1.03919,8.45186,0.72493,5.22695e-05,5.22695e-05,5.22695e-05
349,72269.2,1.04753,0.47557,0.87164,0.63519,0.5759,0.57781,0.32371,1.03938,8.49214,0.725,5.07115e-05,5.07115e-05,5.07115e-05
350,73213,1.05335,0.47246,0.87743,0.6336,0.57601,0.57733,0.32354,1.03929,8.53927,0.72483,4.91815e-05,4.91815e-05,4.91815e-05
351,74160.9,1.04195,0.46938,0.87176,0.63383,0.57668,0.57761,0.32346,1.03993,8.58005,0.72553,4.76796e-05,4.76796e-05,4.76796e-05
352,75103,1.05182,0.47658,0.87385,0.63485,0.57557,0.57716,0.32361,1.03996,8.63631,0.72557,4.6206e-05,4.6206e-05,4.6206e-05
353,76050.3,1.0722,0.4837,0.88412,0.63436,0.57712,0.57699,0.323,1.04018,8.67959,0.72582,4.47606e-05,4.47606e-05,4.47606e-05
354,77002.2,1.04497,0.47199,0.87429,0.63471,0.57657,0.57677,0.32335,1.03965,8.72178,0.72542,4.33437e-05,4.33437e-05,4.33437e-05
355,77952.5,1.04042,0.47717,0.86807,0.63558,0.57579,0.57647,0.32293,1.03974,8.77527,0.72555,4.19552e-05,4.19552e-05,4.19552e-05
356,78903.4,1.05495,0.48221,0.87729,0.63619,0.57542,0.57619,0.32271,1.03967,8.82055,0.72529,4.05953e-05,4.05953e-05,4.05953e-05
357,79853.2,1.0401,0.47772,0.87834,0.63295,0.57789,0.57597,0.32227,1.03958,8.86082,0.72522,3.9264e-05,3.9264e-05,3.9264e-05
358,80804.6,1.05121,0.47474,0.87483,0.63366,0.57778,0.57597,0.32205,1.03955,8.89909,0.72524,3.79615e-05,3.79615e-05,3.79615e-05
359,81756.6,1.0479,0.47346,0.87943,0.63414,0.57745,0.57624,0.32171,1.03926,8.91831,0.72498,3.66877e-05,3.66877e-05,3.66877e-05
360,82709.6,1.04377,0.47251,0.8781,0.63398,0.578,0.57617,0.32217,1.03929,8.94462,0.72504,3.54429e-05,3.54429e-05,3.54429e-05
