epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,231500,1.17498,0.54566,0.91598,0.57017,0.55565,0.50278,0.17411,1.36492,8.58071,0.90386,0.000582435,0.000582435,0.000582435
182,232779,1.18485,0.55527,0.92183,0.57368,0.55357,0.50327,0.17474,1.36403,8.59503,0.90349,0.000578593,0.000578593,0.000578593
183,234058,1.17689,0.54583,0.92312,0.5744,0.55333,0.50257,0.17469,1.36301,8.62231,0.90359,0.000574746,0.000574746,0.000574746
184,235332,1.20235,0.55444,0.9257,0.57499,0.55245,0.50237,0.17459,1.3628,8.6549,0.9039,0.000570895,0.000570895,0.000570895
185,236617,1.18662,0.55476,0.92247,0.57454,0.55134,0.5018,0.17473,1.36334,8.67993,0.90418,0.00056704,0.00056704,0.00056704
186,237894,1.19007,0.54937,0.92362,0.57522,0.55152,0.50144,0.17455,1.36276,8.69306,0.90395,0.000563181,0.000563181,0.000563181
187,239173,1.17637,0.55108,0.92376,0.57473,0.55252,0.50129,0.1745,1.36282,8.68781,0.90447,0.000559318,0.000559318,0.000559318
188,240453,1.17935,0.54127,0.922,0.57422,0.55366,0.50169,0.17417,1.36384,8.72696,0.90555,0.000555453,0.000555453,0.000555453
189,241732,1.17618,0.5476,0.92133,0.57486,0.554,0.50144,0.17386,1.36562,8.71794,0.90703,0.000551584,0.000551584,0.000551584
190,243014,1.18394,0.54799,0.92381,0.57735,0.552,0.50161,0.17376,1.36553,8.72111,0.90788,0.000547712,0.000547712,0.000547712
191,244295,1.17943,0.55469,0.92718,0.57408,0.55366,0.50112,0.17353,1.36514,8.71986,0.90831,0.000543837,0.000543837,0.000543837
192,245575,1.18275,0.5414,0.92456,0.57111,0.55576,0.50057,0.17309,1.36581,8.71822,0.90949,0.00053996,0.00053996,0.00053996
193,246850,1.19164,0.54293,0.9258,0.57249,0.55366,0.50041,0.17284,1.36653,8.69386,0.91037,0.000536081,0.000536081,0.000536081
194,248128,1.16745,0.54319,0.91538,0.57216,0.55444,0.50046,0.1727,1.36718,8.69286,0.91108,0.0005322,0.0005322,0.0005322
195,249407,1.1772,0.54815,0.91663,0.5731,0.55241,0.50048,0.17252,1.3679,8.66561,0.91176,0.000528318,0.000528318,0.000528318
196,250685,1.18569,0.54201,0.9166,0.57246,0.55245,0.50131,0.17239,1.36896,8.63782,0.91285,0.000524434,0.000524434,0.000524434
197,251961,1.1783,0.54379,0.91779,0.57396,0.552,0.50141,0.1724,1.36947,8.62728,0.9136,0.000520548,0.000520548,0.000520548
198,253239,1.17012,0.54206,0.92307,0.57468,0.55105,0.50178,0.1722,1.37006,8.57847,0.91419,0.000516662,0.000516662,0.000516662
199,254518,1.17061,0.54506,0.91769,0.57501,0.55001,0.50142,0.17188,1.36982,8.57794,0.91495,0.000512775,0.000512775,0.000512775
200,255794,1.17081,0.54585,0.92048,0.57613,0.54824,0.50147,0.17167,1.37059,8.554,0.91614,0.000508888,0.000508888,0.000508888
201,257072,1.16788,0.53102,0.90975,0.5748,0.54846,0.50029,0.17129,1.3702,8.59481,0.91644,0.000505,0.000505,0.000505
202,258352,1.15502,0.53266,0.91109,0.57515,0.54846,0.50002,0.17099,1.37013,8.62048,0.91724,0.000501112,0.000501112,0.000501112
203,259626,1.15374,0.53334,0.90856,0.57473,0.54724,0.49948,0.17078,1.37009,8.68057,0.91788,0.000497225,0.000497225,0.000497225
204,260899,1.14993,0.52559,0.91195,0.57703,0.54348,0.49826,0.17006,1.37069,8.75981,0.91906,0.000493338,0.000493338,0.000493338
205,262175,1.15302,0.53451,0.91653,0.57739,0.54255,0.49686,0.16933,1.3731,8.78605,0.92123,0.000489452,0.000489452,0.000489452
206,263453,1.16701,0.53551,0.91611,0.57526,0.54367,0.49551,0.16881,1.37328,8.82388,0.92175,0.000485566,0.000485566,0.000485566
207,264729,1.15717,0.54104,0.91405,0.57584,0.54204,0.49539,0.16818,1.3745,8.84453,0.92274,0.000481682,0.000481682,0.000481682
208,266005,1.15875,0.5259,0.91025,0.57431,0.54249,0.49512,0.16772,1.37564,8.84505,0.92384,0.0004778,0.0004778,0.0004778
209,267283,1.14495,0.52368,0.90803,0.57369,0.54348,0.49454,0.16723,1.37584,8.85463,0.92453,0.000473919,0.000473919,0.000473919
210,268562,1.1597,0.54029,0.91358,0.57416,0.54256,0.49528,0.16726,1.37596,8.85006,0.92514,0.00047004,0.00047004,0.00047004
211,269845,1.15802,0.5298,0.91506,0.57297,0.54321,0.49436,0.16689,1.37723,8.8686,0.9265,0.000466163,0.000466163,0.000466163
212,271124,1.14871,0.52786,0.90901,0.57231,0.54138,0.49487,0.16722,1.37809,8.85455,0.9273,0.000462288,0.000462288,0.000462288
213,272409,1.1598,0.52859,0.91369,0.57174,0.54064,0.49369,0.16615,1.38039,8.84824,0.92913,0.000458416,0.000458416,0.000458416
214,273687,1.14196,0.52132,0.90574,0.572,0.53928,0.49327,0.16567,1.38237,8.84309,0.93087,0.000454547,0.000454547,0.000454547
215,274963,1.14901,0.51973,0.91131,0.57321,0.53928,0.4939,0.16595,1.38117,8.83073,0.93087,0.000450682,0.000450682,0.000450682
216,276239,1.15105,0.52784,0.91168,0.57656,0.53707,0.49398,0.16523,1.3826,8.80319,0.9326,0.000446819,0.000446819,0.000446819
217,277515,1.14899,0.52122,0.90784,0.57551,0.53751,0.49328,0.16519,1.38319,8.82517,0.93278,0.00044296,0.00044296,0.00044296
218,278793,1.14396,0.52766,0.9051,0.5756,0.53684,0.49215,0.1647,1.38267,8.87386,0.93267,0.000439105,0.000439105,0.000439105
219,280066,1.13883,0.52211,0.90078,0.57555,0.53718,0.49209,0.16482,1.38359,8.91479,0.93304,0.000435254,0.000435254,0.000435254
220,281339,1.13242,0.50879,0.90573,0.56979,0.54133,0.49201,0.16481,1.3826,8.9507,0.93255,0.000431407,0.000431407,0.000431407
221,282613,1.13869,0.51722,0.90547,0.56992,0.54149,0.4926,0.16492,1.38199,8.94995,0.93223,0.000427565,0.000427565,0.000427565
222,283892,1.1337,0.51679,0.90731,0.57135,0.54072,0.4932,0.16532,1.38213,8.99105,0.93272,0.000423728,0.000423728,0.000423728
223,285169,1.14031,0.51473,0.91001,0.57142,0.5395,0.49279,0.16526,1.3812,8.98438,0.93272,0.000419895,0.000419895,0.000419895
224,286446,1.13814,0.52203,0.90745,0.57273,0.54016,0.49386,0.16569,1.38311,8.96157,0.93362,0.000416068,0.000416068,0.000416068
225,287723,1.1337,0.5221,0.90204,0.57358,0.54072,0.49474,0.16605,1.38368,8.92573,0.93408,0.000412246,0.000412246,0.000412246
226,288999,1.13819,0.50977,0.90702,0.5758,0.53806,0.49426,0.16594,1.3835,8.90563,0.93458,0.00040843,0.00040843,0.00040843
227,290275,1.13214,0.51416,0.90905,0.57579,0.53729,0.49461,0.16615,1.3829,8.88794,0.9346,0.00040462,0.00040462,0.00040462
228,291550,1.12752,0.51733,0.90455,0.5773,0.53684,0.49504,0.1665,1.38217,8.88455,0.93456,0.000400816,0.000400816,0.000400816
229,292827,1.14635,0.51986,0.90689,0.57786,0.53574,0.4946,0.16643,1.38187,8.86239,0.93506,0.000397019,0.000397019,0.000397019
230,294102,1.1328,0.51464,0.90549,0.57806,0.53518,0.49441,0.1663,1.38151,8.88074,0.93542,0.000393228,0.000393228,0.000393228
231,295377,1.12985,0.5134,0.89887,0.57953,0.53308,0.49495,0.16659,1.38332,8.86827,0.93634,0.000389445,0.000389445,0.000389445
232,296651,1.11436,0.50759,0.90437,0.57971,0.53319,0.49498,0.16624,1.38367,8.86726,0.9371,0.000385668,0.000385668,0.000385668
233,297924,1.1273,0.50941,0.90009,0.57873,0.53382,0.49528,0.16634,1.38368,8.86181,0.93777,0.000381899,0.000381899,0.000381899
234,299199,1.11894,0.50203,0.90246,0.57871,0.53341,0.49573,0.16633,1.38338,8.78881,0.93856,0.000378137,0.000378137,0.000378137
235,300473,1.12534,0.50634,0.90361,0.57803,0.53253,0.495,0.16625,1.38382,8.78692,0.93921,0.000374383,0.000374383,0.000374383
236,301748,1.10486,0.50578,0.89995,0.5793,0.53111,0.49455,0.16618,1.38449,8.78709,0.93982,0.000370637,0.000370637,0.000370637
237,303024,1.11974,0.50244,0.90039,0.57925,0.53237,0.49634,0.1669,1.38324,8.76128,0.93971,0.000366899,0.000366899,0.000366899
238,304296,1.11356,0.50541,0.90034,0.57971,0.53209,0.49653,0.16732,1.38174,8.77289,0.93904,0.00036317,0.00036317,0.00036317
239,305572,1.12483,0.51066,0.90512,0.58045,0.53209,0.49756,0.16815,1.37927,8.77072,0.93848,0.00035945,0.00035945,0.00035945
240,306849,1.12486,0.50891,0.90834,0.58104,0.53131,0.49783,0.16865,1.37742,8.76308,0.93803,0.000355739,0.000355739,0.000355739
241,308121,1.10594,0.49432,0.90495,0.58192,0.53175,0.49934,0.16972,1.37436,8.74555,0.93668,0.000352037,0.000352037,0.000352037
242,309395,1.10317,0.49518,0.8962,0.58194,0.53364,0.50149,0.17131,1.37102,8.74223,0.93465,0.000348344,0.000348344,0.000348344
243,310670,1.10871,0.50597,0.89311,0.58322,0.53297,0.50223,0.17298,1.36473,8.71382,0.93072,0.000344661,0.000344661,0.000344661
244,311945,1.09781,0.49268,0.89619,0.58352,0.53264,0.50306,0.17582,1.35515,8.65777,0.92492,0.000340988,0.000340988,0.000340988
245,313226,1.11075,0.50557,0.90249,0.58772,0.53231,0.50522,0.17837,1.3461,8.65916,0.91929,0.000337325,0.000337325,0.000337325
246,314505,1.12472,0.50513,0.89953,0.58737,0.53341,0.50615,0.18135,1.33489,8.6841,0.91192,0.000333672,0.000333672,0.000333672
247,315783,1.12305,0.5044,0.90386,0.58904,0.53507,0.50837,0.18551,1.32306,8.70629,0.90406,0.00033003,0.00033003,0.00033003
248,317061,1.10398,0.50553,0.90002,0.58929,0.53596,0.51027,0.18976,1.31013,8.73825,0.89515,0.000326399,0.000326399,0.000326399
249,318341,1.10472,0.49799,0.89458,0.58204,0.54691,0.51287,0.19408,1.29728,8.73143,0.88696,0.000322778,0.000322778,0.000322778
250,319622,1.10908,0.49732,0.89653,0.58406,0.54802,0.51445,0.19857,1.28539,8.70836,0.87931,0.000319169,0.000319169,0.000319169
251,320900,1.09513,0.50225,0.89641,0.58301,0.54978,0.5158,0.20293,1.27372,8.69374,0.87183,0.000315572,0.000315572,0.000315572
252,322184,1.10596,0.50484,0.89773,0.58579,0.54935,0.51832,0.207,1.26296,8.65178,0.86528,0.000311986,0.000311986,0.000311986
253,323463,1.10666,0.51013,0.90469,0.59151,0.54586,0.51909,0.21102,1.25333,8.62133,0.85952,0.000308412,0.000308412,0.000308412
254,324741,1.10214,0.4946,0.893,0.59286,0.54691,0.52102,0.2151,1.24287,8.57968,0.85324,0.00030485,0.00030485,0.00030485
255,326018,1.11108,0.50537,0.89054,0.59201,0.54879,0.52168,0.21934,1.23159,8.57161,0.84614,0.0003013,0.0003013,0.0003013
256,327296,1.09234,0.49807,0.90033,0.59191,0.54946,0.52364,0.22319,1.22072,8.58756,0.83908,0.000297763,0.000297763,0.000297763
257,328575,1.08305,0.49174,0.88883,0.59196,0.55101,0.5253,0.22718,1.20931,8.58301,0.83202,0.000294239,0.000294239,0.000294239
258,329854,1.09195,0.49547,0.89674,0.59172,0.55278,0.52614,0.23115,1.1996,8.59194,0.82592,0.000290728,0.000290728,0.000290728
259,331138,1.08808,0.48982,0.89333,0.59161,0.55477,0.52753,0.23444,1.18971,8.59449,0.81993,0.00028723,0.00028723,0.00028723
260,332420,1.07706,0.48275,0.89595,0.5903,0.55556,0.52823,0.23813,1.1805,8.60243,0.8143,0.000283746,0.000283746,0.000283746
261,333701,1.08786,0.48574,0.89524,0.58966,0.55744,0.52837,0.24123,1.17194,8.60743,0.80901,0.000280275,0.000280275,0.000280275
262,334985,1.06524,0.4781,0.88645,0.59154,0.55853,0.52954,0.24504,1.16281,8.60989,0.80354,0.000276818,0.000276818,0.000276818
263,336264,1.09455,0.50141,0.89717,0.59186,0.55964,0.53004,0.2491,1.15105,8.63161,0.79639,0.000273375,0.000273375,0.000273375
264,337547,1.09378,0.4924,0.89243,0.59188,0.56063,0.53087,0.25374,1.13868,8.62693,0.78915,0.000269946,0.000269946,0.000269946
265,338828,1.07991,0.48261,0.88925,0.5927,0.56163,0.53103,0.25723,1.12905,8.59772,0.78356,0.000266532,0.000266532,0.000266532
266,340108,1.06853,0.47583,0.88883,0.59325,0.56152,0.53163,0.26103,1.11964,8.55411,0.77793,0.000263132,0.000263132,0.000263132
267,341389,1.087,0.49103,0.89267,0.59299,0.56141,0.53206,0.26516,1.11034,8.49589,0.77273,0.000259748,0.000259748,0.000259748
268,342675,1.09064,0.49111,0.89681,0.59478,0.56108,0.53281,0.26815,1.10258,8.48598,0.76845,0.000256379,0.000256379,0.000256379
269,343956,1.08259,0.48951,0.89026,0.5938,0.56174,0.53326,0.2726,1.09301,8.45856,0.7635,0.000253024,0.000253024,0.000253024
270,345238,1.0851,0.48689,0.89441,0.59239,0.56318,0.53391,0.27657,1.08382,8.39051,0.75934,0.000249686,0.000249686,0.000249686
271,346516,1.07711,0.49248,0.89413,0.59255,0.56417,0.53476,0.27974,1.07743,8.33898,0.7558,0.000246363,0.000246363,0.000246363
272,347797,1.09039,0.49185,0.89719,0.59588,0.56172,0.53482,0.2821,1.07197,8.33541,0.75279,0.000243056,0.000243056,0.000243056
273,349075,1.07408,0.49087,0.89382,0.59795,0.55853,0.53457,0.28378,1.06763,8.30827,0.75042,0.000239766,0.000239766,0.000239766
274,350355,1.08948,0.4887,0.88697,0.59759,0.55798,0.53491,0.28478,1.06495,8.29191,0.74933,0.000236491,0.000236491,0.000236491
275,351633,1.07721,0.47225,0.88815,0.59648,0.55942,0.53543,0.28582,1.06234,8.27716,0.74731,0.000233234,0.000233234,0.000233234
276,352913,1.07258,0.48624,0.88463,0.59643,0.55897,0.535,0.2868,1.06001,8.25542,0.74611,0.000229993,0.000229993,0.000229993
277,354192,1.08228,0.48103,0.8954,0.59736,0.55687,0.5337,0.28678,1.05701,8.29126,0.74462,0.000226769,0.000226769,0.000226769
278,355468,1.07145,0.47279,0.88731,0.5965,0.55646,0.53232,0.28688,1.05443,8.34842,0.74357,0.000223562,0.000223562,0.000223562
279,356748,1.06836,0.47886,0.89016,0.59519,0.55687,0.5319,0.28699,1.05267,8.37009,0.74285,0.000220372,0.000220372,0.000220372
280,358028,1.08705,0.48665,0.89899,0.5947,0.55676,0.53186,0.2876,1.05088,8.38218,0.74208,0.0002172,0.0002172,0.0002172
281,359311,1.07596,0.48122,0.89266,0.59586,0.55644,0.53172,0.28779,1.04943,8.386,0.74144,0.000214046,0.000214046,0.000214046
282,360591,1.07166,0.47973,0.89247,0.59681,0.5561,0.53211,0.28816,1.04901,8.35519,0.74122,0.00021091,0.00021091,0.00021091
283,361869,1.05982,0.47367,0.88542,0.59849,0.55422,0.53177,0.28847,1.0481,8.3521,0.74095,0.000207792,0.000207792,0.000207792
284,363148,1.0553,0.47119,0.88543,0.59831,0.55333,0.53173,0.28867,1.04751,8.33253,0.74077,0.000204692,0.000204692,0.000204692
285,364427,1.05338,0.48022,0.88281,0.5962,0.55521,0.53149,0.28859,1.04521,8.32471,0.74001,0.000201611,0.000201611,0.000201611
286,365706,1.06484,0.49127,0.89133,0.59477,0.55709,0.53099,0.28846,1.04469,8.3544,0.73955,0.000198548,0.000198548,0.000198548
287,366985,1.05062,0.47592,0.88386,0.59509,0.55613,0.53165,0.28907,1.04402,8.30973,0.73949,0.000195505,0.000195505,0.000195505
288,368266,1.06789,0.47635,0.89183,0.59612,0.55509,0.53194,0.28966,1.04328,8.2753,0.73969,0.00019248,0.00019248,0.00019248
289,369546,1.06385,0.47496,0.87745,0.59524,0.55468,0.53209,0.29012,1.04251,8.24194,0.73945,0.000189475,0.000189475,0.000189475
290,370826,1.05812,0.48041,0.88791,0.59673,0.5541,0.53243,0.29057,1.04145,8.20232,0.73881,0.000186489,0.000186489,0.000186489
291,372107,1.04896,0.46969,0.88977,0.59767,0.55392,0.53296,0.29123,1.04081,8.15515,0.73857,0.000183523,0.000183523,0.000183523
292,373387,1.04202,0.46192,0.88242,0.59848,0.55446,0.53435,0.29229,1.04005,8.08878,0.73863,0.000180577,0.000180577,0.000180577
293,374668,1.06482,0.47891,0.88736,0.59735,0.55543,0.53426,0.29223,1.0387,8.13782,0.73822,0.000177651,0.000177651,0.000177651
294,375947,1.04635,0.46522,0.88228,0.59555,0.55686,0.53324,0.2918,1.03857,8.19224,0.7383,0.000174745,0.000174745,0.000174745
295,377225,1.05248,0.46807,0.88608,0.59351,0.55776,0.53236,0.29091,1.03885,8.25833,0.73844,0.000171859,0.000171859,0.000171859
296,378502,1.0457,0.47029,0.88459,0.593,0.55787,0.53134,0.29042,1.0387,8.31101,0.73828,0.000168994,0.000168994,0.000168994
297,379780,1.05663,0.46844,0.88902,0.59488,0.55663,0.5307,0.2904,1.03802,8.36468,0.73803,0.000166149,0.000166149,0.000166149
298,381060,1.04723,0.46278,0.8835,0.5952,0.55654,0.53131,0.29104,1.03774,8.38953,0.73766,0.000163326,0.000163326,0.000163326
299,382337,1.04337,0.47053,0.87984,0.59589,0.55733,0.53119,0.2911,1.03739,8.41437,0.73749,0.000160523,0.000160523,0.000160523
300,383615,1.04664,0.46994,0.88052,0.59381,0.55819,0.53067,0.29084,1.03531,8.43614,0.73705,0.000157742,0.000157742,0.000157742
301,384893,1.04308,0.46344,0.88241,0.59655,0.5572,0.53083,0.29052,1.03541,8.48606,0.73698,0.000154982,0.000154982,0.000154982
302,386174,1.05402,0.47572,0.88395,0.59515,0.55765,0.52991,0.29007,1.03554,8.49466,0.73683,0.000152244,0.000152244,0.000152244
303,387448,1.02015,0.45355,0.88015,0.59849,0.55588,0.53033,0.29015,1.03533,8.48615,0.73684,0.000149527,0.000149527,0.000149527
304,388730,1.03528,0.45688,0.88162,0.59865,0.55601,0.53065,0.29051,1.0358,8.46416,0.73704,0.000146833,0.000146833,0.000146833
305,390007,1.02783,0.44899,0.87689,0.59801,0.55753,0.53097,0.29051,1.03621,8.47444,0.73738,0.000144161,0.000144161,0.000144161
306,391285,1.03229,0.45893,0.88085,0.59729,0.55809,0.53103,0.29043,1.03648,8.48367,0.73752,0.00014151,0.00014151,0.00014151
307,392563,1.03233,0.45599,0.88059,0.59656,0.55807,0.53061,0.29045,1.03593,8.49471,0.73736,0.000138883,0.000138883,0.000138883
308,393840,1.0325,0.46785,0.87417,0.59563,0.55982,0.53099,0.29077,1.03532,8.48651,0.7372,0.000136277,0.000136277,0.000136277
309,395118,1.03892,0.46336,0.88582,0.59603,0.55908,0.53118,0.29085,1.03567,8.45947,0.73731,0.000133695,0.000133695,0.000133695
310,396393,1.0339,0.45222,0.8788,0.5963,0.55742,0.53158,0.29097,1.03573,8.39037,0.73742,0.000131136,0.000131136,0.000131136
311,397674,1.04167,0.46677,0.88558,0.59643,0.55776,0.53253,0.2919,1.03595,8.31209,0.73762,0.000128599,0.000128599,0.000128599
312,398951,1.0427,0.46533,0.87864,0.59888,0.55742,0.53338,0.2924,1.03612,8.25686,0.73785,0.000126086,0.000126086,0.000126086
313,400230,1.03669,0.46582,0.87563,0.60039,0.55622,0.53434,0.29293,1.03685,8.19314,0.73881,0.000123596,0.000123596,0.000123596
314,401509,1.0262,0.45655,0.87567,0.59952,0.55554,0.53443,0.29287,1.03685,8.17962,0.73894,0.00012113,0.00012113,0.00012113
315,402785,1.03388,0.46321,0.88215,0.60345,0.55344,0.53514,0.29316,1.03704,8.14342,0.73913,0.000118687,0.000118687,0.000118687
316,404064,1.03752,0.46161,0.8791,0.60319,0.553,0.53567,0.29339,1.03689,8.14647,0.7388,0.000116268,0.000116268,0.000116268
317,405344,1.02423,0.46602,0.88476,0.60485,0.55178,0.5363,0.29374,1.03705,8.12243,0.73889,0.000113873,0.000113873,0.000113873
318,406626,1.02795,0.45982,0.87658,0.60454,0.5519,0.53603,0.29377,1.03678,8.19141,0.73879,0.000111503,0.000111503,0.000111503
319,407905,1.02678,0.46856,0.87344,0.6048,0.55218,0.53589,0.29384,1.03658,8.2393,0.73892,0.000109156,0.000109156,0.000109156
320,409184,1.01794,0.45268,0.87198,0.60451,0.55134,0.53526,0.29339,1.0364,8.28662,0.73892,0.000106834,0.000106834,0.000106834
321,410461,1.04128,0.46877,0.88551,0.60342,0.55079,0.5346,0.29256,1.03661,8.3275,0.73899,0.000104537,0.000104537,0.000104537
322,411739,1.00482,0.44961,0.87369,0.60294,0.55101,0.53392,0.29199,1.03652,8.38913,0.73856,0.000102264,0.000102264,0.000102264
323,413018,1.03492,0.46848,0.88307,0.60315,0.55023,0.53271,0.29119,1.03669,8.42415,0.73859,0.000100016,0.000100016,0.000100016
324,414296,1.01797,0.44944,0.87496,0.6016,0.55189,0.53119,0.29003,1.03679,8.49791,0.73818,9.77929e-05,9.77929e-05,9.77929e-05
325,415574,1.03168,0.45907,0.88208,0.60083,0.55267,0.53027,0.289,1.03773,nan,0.7383,9.55951e-05,9.55951e-05,9.55951e-05
326,416853,1.01865,0.45485,0.87523,0.60029,0.55322,0.52971,0.288,1.03928,nan,0.73886,9.34225e-05,9.34225e-05,9.34225e-05
327,418128,1.02803,0.46987,0.87499,0.60094,0.55283,0.52968,0.28748,1.04054,nan,0.73916,9.12754e-05,9.12754e-05,9.12754e-05
328,419405,1.02193,0.45407,0.87406,0.59939,0.55433,0.52884,0.28653,1.04162,nan,0.73941,8.91537e-05,8.91537e-05,8.91537e-05
329,420682,1.02776,0.45858,0.87618,0.59785,0.55466,0.52882,0.2863,1.04438,nan,0.74026,8.70577e-05,8.70577e-05,8.70577e-05
330,421958,1.02422,0.45325,0.87657,0.59829,0.55485,0.52825,0.28596,1.04507,nan,0.74039,8.49874e-05,8.49874e-05,8.49874e-05
331,423237,1.02076,0.45206,0.87306,0.59784,0.55561,0.52855,0.28638,1.0429,nan,0.73975,8.29431e-05,8.29431e-05,8.29431e-05
332,424517,1.02027,0.45757,0.8722,0.59817,0.55599,0.52914,0.28681,1.04305,nan,0.74015,8.09248e-05,8.09248e-05,8.09248e-05
333,425794,1.028,0.45651,0.87619,0.59794,0.55687,0.52946,0.28718,1.04337,nan,0.74042,7.89327e-05,7.89327e-05,7.89327e-05
334,427071,1.01278,0.45413,0.87271,0.59864,0.55582,0.52923,0.28723,1.04326,nan,0.74058,7.69668e-05,7.69668e-05,7.69668e-05
335,428351,1.02175,0.45454,0.87708,0.59751,0.55731,0.5293,0.28723,1.04313,nan,0.74078,7.50274e-05,7.50274e-05,7.50274e-05
336,429628,1.01553,0.45495,0.87276,0.59757,0.55647,0.52932,0.28735,1.04447,nan,0.74151,7.31145e-05,7.31145e-05,7.31145e-05
337,430907,1.03383,0.45413,0.88213,0.59778,0.5568,0.52964,0.28756,1.04485,nan,0.74174,7.12282e-05,7.12282e-05,7.12282e-05
338,432182,1.02915,0.45587,0.87937,0.59712,0.55753,0.53073,0.28815,1.04558,nan,0.74222,6.93687e-05,6.93687e-05,6.93687e-05
339,433460,1.00722,0.44846,0.86833,0.59682,0.55769,0.53126,0.28867,1.04638,nan,0.7429,6.7536e-05,6.7536e-05,6.7536e-05
340,434739,1.01159,0.45487,0.87508,0.59887,0.5561,0.53253,0.28906,1.04689,nan,0.74339,6.57303e-05,6.57303e-05,6.57303e-05
341,436017,1.02156,0.4527,0.87186,0.59948,0.55543,0.53241,0.28887,1.04813,nan,0.74377,6.39518e-05,6.39518e-05,6.39518e-05
342,437295,1.00651,0.44684,0.87511,0.59975,0.55588,0.53283,0.28906,1.04926,nan,0.74454,6.22004e-05,6.22004e-05,6.22004e-05
343,438574,1.00998,0.44424,0.87523,0.60186,0.55395,0.53297,0.28902,1.04997,nan,0.7448,6.04763e-05,6.04763e-05,6.04763e-05
344,439854,1.01354,0.44639,0.87843,0.60253,0.55311,0.53346,0.28952,1.05014,nan,0.74484,5.87797e-05,5.87797e-05,5.87797e-05
345,441131,0.99802,0.44183,0.87152,0.60335,0.55178,0.5336,0.28974,1.04968,nan,0.74467,5.71106e-05,5.71106e-05,5.71106e-05
346,442409,1.02982,0.45841,0.88419,0.6031,0.55189,0.53372,0.28948,1.05007,nan,0.74477,5.54691e-05,5.54691e-05,5.54691e-05
347,443687,1.01107,0.44739,0.87735,0.60442,0.54995,0.53309,0.28943,nan,nan,nan,5.38554e-05,5.38554e-05,5.38554e-05
348,444968,1.01339,0.45231,0.87665,0.60508,0.54944,0.53267,0.28928,nan,nan,nan,5.22695e-05,5.22695e-05,5.22695e-05
349,446249,1.0049,0.4421,0.87207,0.60201,0.55181,0.53185,0.28885,nan,nan,nan,5.07115e-05,5.07115e-05,5.07115e-05
350,447529,1.00927,0.45033,0.87566,0.60346,0.5511,0.53167,0.28872,nan,nan,nan,4.91815e-05,4.91815e-05,4.91815e-05
351,448808,1.02278,0.4577,0.87869,0.60353,0.55156,0.53211,0.28863,nan,nan,nan,4.76796e-05,4.76796e-05,4.76796e-05
352,450086,1.01485,0.45685,0.87857,0.60338,0.55067,0.53212,0.2882,nan,nan,nan,4.6206e-05,4.6206e-05,4.6206e-05
353,451366,1.01153,0.44724,0.8747,0.60316,0.55123,0.53166,0.28781,nan,nan,nan,4.47606e-05,4.47606e-05,4.47606e-05
354,452643,1.00377,0.4493,0.87394,0.60392,0.55167,0.53126,0.28719,nan,nan,nan,4.33437e-05,4.33437e-05,4.33437e-05
355,453921,1.00155,0.44401,0.86872,0.60302,0.55312,0.53067,0.28697,nan,nan,nan,4.19552e-05,4.19552e-05,4.19552e-05
356,455198,1.0121,0.44763,0.86904,0.60493,0.55344,0.53073,0.28654,nan,nan,nan,4.05953e-05,4.05953e-05,4.05953e-05
357,456476,1.01301,0.44942,0.87005,0.60409,0.55455,0.53002,0.28578,nan,nan,nan,3.9264e-05,3.9264e-05,3.9264e-05
358,457754,1.00771,0.4551,0.86927,0.60426,0.55433,0.52952,0.28511,nan,nan,nan,3.79615e-05,3.79615e-05,3.79615e-05
359,459034,1.00381,0.44957,0.87537,0.60391,0.55435,0.52961,0.28519,nan,nan,nan,3.66877e-05,3.66877e-05,3.66877e-05
360,460312,1.01535,0.45787,0.87833,0.60373,0.55256,0.52873,0.28474,nan,nan,nan,3.54429e-05,3.54429e-05,3.54429e-05
361,461591,1.01322,0.45151,0.87448,0.60333,0.55215,0.5285,0.28458,nan,nan,nan,3.4227e-05,3.4227e-05,3.4227e-05
362,462868,1.00535,0.45535,0.875,0.60395,0.55073,0.52768,0.2844,nan,nan,nan,3.30402e-05,3.30402e-05,3.30402e-05
363,464148,1.01124,0.44885,0.87381,0.60354,0.54995,0.52747,0.28426,nan,nan,nan,3.18825e-05,3.18825e-05,3.18825e-05
364,465425,1.00558,0.43834,0.8679,0.60427,0.55023,0.52757,0.28455,nan,nan,nan,3.07539e-05,3.07539e-05,3.07539e-05
365,466705,1.00898,0.451,0.87849,0.60488,0.55034,0.52824,0.28485,nan,nan,nan,2.96546e-05,2.96546e-05,2.96546e-05
366,467980,1.00899,0.44108,0.87188,0.60374,0.55156,0.52894,0.28563,nan,nan,nan,2.85847e-05,2.85847e-05,2.85847e-05
367,469257,1.00279,0.44764,0.87131,0.60327,0.55134,0.52985,0.28637,nan,nan,nan,2.75441e-05,2.75441e-05,2.75441e-05
368,470535,1.00504,0.44217,0.87527,0.60379,0.55067,0.53067,0.28722,nan,nan,nan,2.65329e-05,2.65329e-05,2.65329e-05
369,471808,1.01057,0.44838,0.88093,0.60303,0.55267,0.53091,0.28747,nan,nan,nan,2.55513e-05,2.55513e-05,2.55513e-05
